ç
Nome,Designação,Bairro,Artes Cênicas,Artes Industriais,Artes Plasticas,Ciências,Educação Física,Educação Musical,Educação Para O Lar,Espanhol,Francês,Geografia,História,Inglês,Língua Portuguesa,Matemática,Técnicas Agrícolas,Técnicas Comerciais,Educação Infantil,Ensino Fundamental,Ensino Religioso,Professor II,Séries Atendidas,Latitude,Longitude
MINAS GERAIS,"0204019",Urca,1,0,0,4,4,2,0,1,0,2,6,3,9,5,0,0,0,2,0,10,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,"-22.9533357538547","-43.1685115326155"
SENADOR CORRÊA,"0204021",Laranjeiras,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,3,0,20,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,"-22.9335028603574","-43.1806378100153"
PRESIDENTE TANCREDO NEVES,"0204501",Catete,1,0,4,1,5,1,0,0,0,1,0,2,1,1,0,0,0,11,1,27,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9220012037356","-43.1765444981891"
PRESIDENTE AGOSTINHO NETO,"0204502",Humaitá,0,0,3,0,5,1,0,0,0,0,0,1,1,0,0,0,0,12,2,14,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.9586813407134","-43.1993500130093"
TIA AMÁLIA,"0204601",Cosme Velho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche,"-22.9409615743368","-43.2051729143625"
ARACY GUIMARÃES ROSA,"0204602",Catete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,Creche,"-22.928456750412","-43.1790436491785"
MARECHAL HERMES,"0204801",Botafogo,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,Creche/Pré-Escola,"-22.9541816","-43.1953139"
CASA DA CRIANÇA,"0204802",Botafogo,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,Pré-Escola,"-22.955879","-43.181675"
GABRIELA MISTRAL,"0204803",Praia Vermelha,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,10,Creche/Pré-Escola,"-22.9554135","-43.1661506"
SAO TOMAS DE AQUINO,"0205001",Leme,2,0,2,3,5,1,0,0,0,4,1,3,3,2,0,0,0,0,0,15,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 1/Classe Especial/Pré-Escola/Realfabetização 1/Realfabetização 2,"-22.9610596556401","-43.1646076007903"
DOUTOR CICERO PENNA,"0205003",Copacabana,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,26,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/Pré-Escola,"-22.9681610260847","-43.1807660250367"
DOUTOR COCIO BARCELLOS,"0205004",Copacabana,2,0,2,2,6,2,0,0,0,4,3,3,1,4,0,0,3,2,0,16,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Classe Especial/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.974341762921","-43.1886892117232"
DOM AQUINO CORREA,"0205006",Copacabana,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9646085886495","-43.1801347148713"
PENEDO,"0205007",Copacabana,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,"-22.9822263086294","-43.1918367534999"
ROMA,"0205008",Copacabana,1,0,4,4,0,3,0,1,0,3,4,2,5,7,0,0,0,4,0,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,"-22.9645744507697","-43.1757717912935"
ALENCASTRO GUIMARAES,"0205009",Copacabana,1,0,2,7,3,0,0,2,0,3,7,2,9,8,0,0,0,2,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.9642047931033","-43.1805918916145"
IRM?S BAPTISTA,"0205601",Copacabana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,Creche,"-22.9656898671216","-43.1867469335635"
TIA SONIA CRISPINIANO,"0205602",Copacabana - Morro dos Cabritos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,Creche,"-22.9623741484153","-43.1935268497773"
DONA MARCELA,"0205801",Leme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche/Pré-Escola,"-22.9603671648051","-43.1669174963343"
PORTO RICO,"0205802",Copacabana,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,Creche/Pré-Escola,"-22.9035393","-43.2095869"
PRESIDENTE JOSE LINHARES,"0206001",Ipanema,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.9828460818625","-43.1986624711375"
HENRIQUE DODSWORTH,"0206002",Ipanema,1,0,2,5,3,1,0,1,0,5,3,3,5,6,0,0,0,0,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 2,"-22.9814694146173","-43.213205500449"
MARILIA DE DIRCEU,"0206003",Ipanema,1,0,1,2,3,3,0,1,0,2,2,2,3,3,0,0,0,2,0,5,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Realfabetização 1,"-22.9833270715888","-43.1965660210602"
CASTELNUOVO,"0206004",Copacabana,2,0,1,5,6,2,0,0,0,3,5,4,4,6,0,0,0,3,0,8,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,"-22.9868642983956","-43.1916224177938"
GEORGE PFISTERER,"0206005",Gávea,4,0,1,4,7,1,0,1,1,7,10,6,10,7,0,0,0,4,0,2,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-22.978753521133","-43.2217158095415"
SANTOS ANJOS,"0206006",Leblon,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9810732235443","-43.2166556211994"
EDNA PONCIONI FERREIRA,"0206007",Lagoa,0,0,2,0,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9757279325459","-43.1974371002131"
PEDRO ERNESTO,"0206008",Lagoa,1,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,4,0,21,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/Realfabetização 1,"-22.9606227786361","-43.2030756790195"
CAPISTRANO DE ABREU,"0206010",Jardim Botânico,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,7,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.965115047144","-43.2283240613963"
SHAKESPEARE,"0206011",Jardim Botânico,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.9626649789691","-43.2158939927007"
CAMILO CASTELO BRANCO,"0206012",Jardim Botânico,0,0,2,4,4,2,0,1,0,6,5,3,9,5,0,0,0,0,0,0,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,"-22.9652526443432","-43.2285779499456"
ESC. ESP. MARLY FROES PEIXOTO,"0206014",Jardim Botânico,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Classe Especial,"-22.9634265738324","-43.2181739521481"
MANOEL CICERO,"0206015",Gávea,3,0,1,4,4,0,0,2,0,3,4,3,6,5,0,0,0,1,0,0,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-22.9727841918878","-43.2264816955201"
JULIO DE CASTILHOS,"0206016",Gávea,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.9730996762822","-43.2266901107448"
ARTUR RAMOS,"0206017",Gávea,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.9769234393773","-43.2305286625787"
LUIZ DELFINO,"0206018",Gávea,0,0,1,0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,8,4º Ano/5º Ano/6º Ano,"-22.9776723593281","-43.2333091827137"
CHRISTIANO HAMANN,"0206019",Gávea,1,0,1,3,2,1,0,2,0,2,4,1,3,3,0,0,0,1,0,0,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3,"-22.9774677495078","-43.2335438171721"
DESEMBARGADOR OSCAR TENORIO,"0206020",Gávea,2,0,1,5,6,2,0,1,0,6,7,4,8,8,0,0,0,4,0,6,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 1,"-22.9770401459963","-43.2275882478966"
ALMIRANTE TAMANDARE,"0206021",Vidigal,0,0,2,1,6,1,0,0,0,1,4,3,3,2,0,0,0,4,0,8,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 1,"-22.9932116003602","-43.2352050179985"
LUCIA MIGUEL PEREIRA,"0206022",São Conrado,1,0,2,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,22,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano,"-22.996931377123","-43.2718073211655"
PREFEITO DJALMA MARANHAO,"0206023",Vidigal,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,3,0,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,"-22.994873624043","-43.234540242972"
SERGIO VIEIRA DE MELLO,"0206024",Leblon,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,2,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9784111482878","-43.2231578392538"
PRESIDENTE JOAO GOULART,"0206501",Ipanema,0,0,3,0,3,1,1,0,0,0,0,1,0,0,0,0,0,9,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,"-22.980207106956","-43.198801436852"
NAÇÃO RUBRO NEGRA,"0206502",Leblon,1,0,4,2,9,2,0,0,0,1,1,4,2,2,0,0,0,18,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9777888200685","-43.222063115798"
DOUTOR SOBRAL PINTO,"0206601",Vidigal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche,"-22.9957110700444","-43.2451750394094"
VIDIGAL,"0206602",Vidigal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,Creche,"-22.993339658181","-43.234892052176"
JACÓ INÁCIO GOMES,"0206603",São Conrado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche,"-22.9938678108061","-43.2705480958635"
DOUTOR PEDRO BLOCH,"0206605",Gávea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche,"-22.9807843657707","-43.2404352356542"
ELZA MACHADO DOS SANTOS - TIA ELZA,"0206606",Ipanema,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,Creche,"-22.9810407302063","-43.1959819839238"
RUBEM BRAGA,"0206801",Lagoa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,Creche/Pré-Escola,"-22.9035393","-43.2095869"
JÚLIA KUBITSCHEK,"0206802",Jardim Botânico,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,Pré-Escola,"-22.966806","-43.230795"
AZEVEDO SODRE,"0208001",Praça Da Bandeira,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Realfabetização 1,"-22.914961839071","-43.2107175412257"
REVERENDO MARTIN LUTHER KING,"0208002",Praça da Bandeira,1,0,2,2,6,2,0,1,0,3,4,4,7,3,0,0,0,3,0,19,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Aceleração 2A/Classe Especial/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9111596358477","-43.2112603902742"
LAUDIMIA TROTTA,"0208003",Tijuca,1,0,1,4,1,1,0,2,0,3,4,3,5,4,0,0,0,1,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-22.9263560357764","-43.237515456251"
FRANCISCO CABRITA,"0208004",Tijuca,1,0,1,5,8,2,0,1,2,5,3,4,9,7,0,0,0,1,0,5,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,"-22.9196991654952","-43.2199584972333"
BOMBEIRO GERALDO DIAS,"0208005",Tijuca,0,0,2,0,4,0,0,0,0,0,0,1,2,0,0,0,0,3,0,8,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.929079681879","-43.2276201169461"
PRUDENTE DE MORAES,"0208006",Tijuca,0,0,2,0,4,0,0,0,0,0,0,2,1,0,0,0,2,0,0,23,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9285746208493","-43.2324979669871"
BARAO DE ITACURUSSA,"0208007",Tijuca,1,0,2,2,6,1,0,1,0,5,5,2,6,3,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9331133799579","-43.2390768257168"
ALMIRANTE BARROSO,"0208008",Tijuca,0,0,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,21,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola,"-22.9337880361999","-43.2386529007106"
GENERAL EUCLYDES DE FIGUEIREDO,"0208009",Tijuca,0,0,1,2,3,1,0,0,0,2,2,3,3,3,0,0,0,0,0,7,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 1/Realfabetização 1,"-22.9196625066035","-43.2245031218435"
SOARES PEREIRA,"0208010",Tijuca,0,0,2,2,7,3,0,0,0,2,3,2,7,5,0,0,0,1,0,17,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial/Pré-Escola/Realfabetização 1/Realfabetização 2,"-22.932043614488","-43.242744611581"
JORNALISTA BRITO BROCA,"0208011",Tijuca,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.9429323076035","-43.2413662278741"
ORSINA DA FONSECA,"0208012",Tijuca,0,0,0,3,1,0,0,1,1,1,2,2,5,2,0,0,0,15,0,8,7º Ano/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.9196740740302","-43.2237272444224"
MARIO DA VEIGA CABRAL,"0208013",Tijuca,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.9200736417004","-43.2204068453979"
FREI CASSIANO,"0208014",Tijuca,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,2,0,13,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,"-22.9245385632841","-43.215870449775"
LEITAO DA CUNHA,"0208016",Tijuca,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9206954166333","-43.23313672199"
ARAUJO PORTO ALEGRE,"0208017",Usina,1,0,0,2,3,1,0,0,1,4,4,1,7,2,0,0,0,0,0,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial,"-22.9474860593049","-43.2577215007186"
MENEZES VIEIRA,"0208018",Alto Boa Vista,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9646525421691","-43.2768336785689"
JOSE DA SILVA ARAUJO,"0208019",Alto Boa Vista,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.9780345543541","-43.291200453668"
DIOGO FEIJO,"0208020",Alto Boa Vista,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9667305651185","-43.296936933348"
MARIO FACCINI,"0208021",Usina,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9488305110189","-43.2607036966936"
MATA MACHADO,"0208022",Alto Boa Vista,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-22.9742161332661","-43.2862682855843"
MARC FERREZ,"0208023",Alto Boa Vista,1,0,1,2,3,2,0,0,0,4,5,1,7,5,0,0,0,1,0,4,6º Ano/7º Ano/8º Ano/9º Ano,"-22.9650602874757","-43.278094284559"
SAMUEL WAINER,"0208501",Tijuca,1,0,2,1,5,0,0,1,0,0,1,1,0,1,0,0,0,6,1,19,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.9207879114745","-43.2276247718104"
DOUTOR ANTOINE MAGARINOS TORRES FILHO,"0208502",Tijuca,0,0,4,0,8,2,0,0,0,0,0,1,0,0,0,0,0,11,1,19,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/PROJOVEM/Pré-Escola,"-22.9399938986131","-43.2527249799973"
CASA BRANCA - PROFESSOR PAULO FREIRE,"0208601",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche,"-22.9361167125741","-43.2484295421125"
RAIO DE SOL,"0208602",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche,"-22.940584505441","-43.253091001187"
RAÍZES DO SALGUEIRO,"0208603",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,Creche,"-22.9277338529193","-43.2253002033064"
TIA BELA,"0208604",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,Creche,"-22.9376846236296","-43.2426283591144"
TIA MARIA,"0208605",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,Creche,"-22.9431917901934","-43.2410087629968"
DOUTOR RONALDO LUIZ GAZOLLA,"0208606",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,Creche,"-22.9396640363026","-43.2442163448346"
DOS SONHOS,"0208607",Tijuca - Comunidade Chacrinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche,"-22.9256179694924","-43.219673578989"
DOUTOR SÉRGIO AROUCA,"0208608",Rio Comprido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,Creche,"-22.922069335918","-43.2151094262626"
IGOR MORAES DA SILVA,"0208801",Alto da Boa Vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,Creche,"-22.9738928643993","-43.2848678234462"
DR. MARCELO CANDIA,"0208802",Tijuca,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Creche/Pré-Escola,"-22.9399427","-43.2536659"
BOREL,"0208803",Tijuca,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,Pré-Escola,"-22.9035393","-43.2095869"
CHÁCARA DO CÉU,"0208804",Tijuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pré-Escola,"-22.9035393","-43.2095869"
BENEDITO OTTONI,"0209001",Maracanã,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,21,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial,"-22.9104259737929","-43.2189878479898"
ESC. ESP. FRANCISCO DE CASTRO,"0209003",Maracanã,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.912999740533","-43.2255600584566"
CONSELHEIRO MAYRINK,"0209004",Maracanã,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9139817457123","-43.2236221175804"
BARAO HOMEM DE MELLO,"0209005",Vila Isabel,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9163429451831","-43.2365515670246"
FRIEDENREICH,"0209006",Maracanã,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9128133983034","-43.2284183222927"
JORNALISTA ASSIS CHATEAUBRIAND,"0209007",Vila Isabel,0,0,0,3,3,1,0,0,0,2,4,3,5,3,0,0,0,3,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/PROJOVEM,"-22.9161947037432","-43.2585835913957"
MADRID,"0209008",Vila Isabel,0,0,2,2,3,0,0,1,0,2,3,2,5,4,0,0,0,0,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,"-22.9157415373431","-43.2361575730834"
REPUBLICA ARGENTINA,"0209009",Vila Isabel,1,0,2,2,8,2,0,1,3,3,2,5,4,3,0,0,0,0,0,25,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Aceleração 2A/Aceleração 3/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9141172812919","-43.2382700128691"
EQUADOR,"0209010",Vila Isabel,0,0,2,3,5,0,0,0,0,2,2,4,3,4,0,0,0,1,0,26,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial/Pré-Escola/Realfabetização 1/Realfabetização 2,"-22.9156660418166","-43.2466745459014"
NOEL ROSA,"0209011",Grajaú,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.9151210611255","-43.2620638723033"
MARIO DE ANDRADE,"0209012",Vila Isabel,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.9153309950999","-43.2587544822873"
FRANCISCO MANUEL,"0209013",Vila Isabel,1,0,1,6,3,1,0,1,0,3,7,2,4,5,0,0,0,3,0,5,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Realfabetização 2,"-22.9199202954404","-43.2418184604611"
GENERAL DO EXÉRCITO HUMBERTO DE SOUZA MELLO,"0209014",Vila Isabel,0,1,3,3,3,0,0,1,1,4,4,2,3,4,0,0,0,1,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola,"-22.9093370145646","-43.239019562264"
AFFONSO PENNA,"0209016",Andaraí,0,0,2,3,4,2,0,1,1,2,3,2,4,6,0,0,0,3,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Realfabetização 1,"-22.9237618951311","-43.2396340757435"
BAPTISTA PEREIRA,"0209017",Andaraí,0,0,2,0,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.921889811857","-43.2433139098885"
RODRIGO MELLO FRANCO ANDRADE,"0209018",Andaraí,0,0,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial,"-22.9296990428462","-43.2499866113995"
AFRANIO PEIXOTO,"0209019",Andaraí,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9263690942029","-43.2545397996144"
EPITACIO PESSOA,"0209020",Andaraí,1,0,0,2,1,0,0,1,0,1,3,1,2,1,0,0,0,2,0,1,7º Ano/8º Ano/9º Ano,"-22.9292620076951","-43.2506227125361"
PRESIDENTE JOAO GOULART,"0209021",Andaraí,1,0,2,3,6,1,0,0,1,4,5,3,5,5,0,0,0,0,0,11,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Pré-Escola/Realfabetização 1/Realfabetização 2,"-22.9206471870714","-43.2517103348115"
PANAMA,"0209023",Grajaú,1,0,2,2,2,0,0,0,0,3,3,2,3,2,0,0,0,1,0,14,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola,"-22.9227035942018","-43.2548224005901"
